ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
1257,lari1255,852A220443D41F0A63671A2F4DEC9788,c,,430,yes,new phoneme,no,probably Malay /tʃ/.
1258,lari1255,ECC959553F23387998DAF88D69D7736C,ɡ,,430,yes,new phoneme,no,
1259,lari1255,320B62404207303F61B0F772296C9545,ɟ,,430,yes,new phoneme,no,probably Malay /dʒ/.
1260,lari1255,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,,430,yes,new phoneme,no,
1261,leti1246,694212B746622E482E0E58D50036100E,b,"kupa1239,tetu1245",431,yes,new phoneme,voicing,voicing seems to be non-distinctive in Leti. phonemes /t/ and /d/ are dental and alveolar respectively.
1262,leti1246,852A220443D41F0A63671A2F4DEC9788,c,kupa1239,431,yes,new phoneme,palatal,malay /tʃ/
1263,leti1246,ECC959553F23387998DAF88D69D7736C,ɡ,kupa1239,431,yes,new phoneme,no,
1264,leti1246,E7FBD92350B3CA8B7B5D77E36A607068,h,kupa1239,431,yes,new phoneme,glottal,word initially an medially
1265,leti1246,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,kupa1239,431,yes,new phoneme,no,word finally only
1266,lewo1244,ADF56B8E4119266843033E723A149AE2,j,"lara1260,indo1316",432,yes,new phoneme,approximant,phoneme /v/ has an approximant allophone [ʋ].
1267,lewo1244,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,"lara1260,indo1316",432,yes,new phoneme,no,
1268,lewo1244,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"lara1260,indo1316",432,yes,new phoneme,no,
1269,lund1271,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1306,433,yes,new phoneme,affricate,
1270,maka1311,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1318,434,yes,new phoneme,labiodental,somtimes as [p].
1271,maka1311,E7FBD92350B3CA8B7B5D77E36A607068,h,"stan1318,indo1316,dutc1256",434,no,new phoneme,no,appears in several interjections.
1272,maka1311,ADF56B8E4119266843033E723A149AE2,j,stan1318,434,no,other distributional change,no,appears word initially only in loanwords.
1273,maka1311,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1318,434,yes,new phoneme,no,
1274,maka1311,501394D0E2658752D9DA624E7DEBE14B,w,stan1318,434,no,other distributional change,no,appears word initially only in loanwords.
1275,maka1311,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1318,434,yes,new phoneme,no,
1276,mama1276,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"maka1305,indo1316",435,yes,new phoneme,affricate,"very uncommon, usually as [d]. affricate [tʃ] appears as an allophone of /t/ in Mamasa."
1277,mans1262,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,436,no,phonologization of allophone,rhotic,allophone of /l/ in native phonology. Exact phonetic description is not given.
1278,mara1404,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1306,437,yes,new phoneme,no,"very uncommon, appears in three words. there is no present contact with Malay, Arabic loans with [ħ, x] are adapted to the phoneme /k/."
1279,mati1250,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,438,yes,new phoneme,affricate,
1280,mati1250,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1288,stan1293",438,yes,new phoneme,labiodental,
1281,mati1250,5AC0158A367D59E8C16A876321E578AB,o,"taga1270,stan1288,stan1293",438,yes,new phoneme,no,
1282,mati1250,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,438,yes,new phoneme,affricate,
1283,mati1250,033ACAA664F151FC56BC9595526BCFA4,v,"stan1288,stan1293",438,yes,new phoneme,labiodental,
1284,mati1250,E77FDA2EAABA78B3E55A968B2257CF26,z,"stan1288,stan1293",438,yes,new phoneme,no,
1285,maya1282,E7FBD92350B3CA8B7B5D77E36A607068,h,"stan1318,ambo1250",439,yes,new phoneme,no,
1286,maya1282,795215076D89B5B17C0D147BE5C341E3,ɾ,ambo1250,439,no,other distributional change,no,"sometimes [r]. very uncommon in non-loanwords, unclear if made phonemic due to loans."
1287,maya1282,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1318,439,yes,new phoneme,no,
1288,maya1282,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,stan1318,439,no,new phoneme,no,appears non-phonemically before word initial vowels.
1289,mini1251,7FF174469DAC4E61520F4E1610B2F088,s,tokp1240,440,yes,new phoneme,no,"only in Luvuani dialect. cognates of other dialects have phoneme /h/, [s] appears also in slow speech."
1290,molb1237,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"cent2092,taus1251",441,no,new phoneme,affricate,extended to non-loans by portmanteau of the cluster /dy/.
1291,mort1237,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"pohn1238,chuu1238",442,yes,new phoneme,affricate,
1292,muna1247,852A220443D41F0A63671A2F4DEC9788,c,indo1316,443,yes,new phoneme,"palatal, affricate","uncommon, mostly in educated speakers. Malay /tʃ/."
1293,muna1247,198E3EBE25854A256D6C67EF286FA260,d̪,indo1316,443,yes,new phoneme,dental,adaptation of Malay loanwords with /dʒ/. unclear if there is a true contrast with native /d/.
1294,muna1247,ADF56B8E4119266843033E723A149AE2,j,indo1316,443,yes,new phoneme,palatal,appears word initially only.
1295,muna1247,320B62404207303F61B0F772296C9545,ɟ,indo1316,443,yes,new phoneme,"palatal, affricate","uncommon, mostly in educated speakers. Malay /dʒ/."
1296,nali1244,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1293,444,yes,new phoneme,affricate,
1297,nali1244,E7FBD92350B3CA8B7B5D77E36A607068,h,"tokp1240,stan1293",444,yes,new phoneme,glottal,there is a non-phonemic glottal stop.
1298,nali1244,5A838FF4DABE1950734CFAFAB9383903,k,tokp1240,444,no,phonologization of allophone,no,"Native /k/ has a post-vocal allophone ɣ, but borrowed [k] appears also post-vocally"
1299,nali1244,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1293,444,yes,new phoneme,no,
1300,nali1244,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1293,444,yes,new phoneme,affricate,
1301,nang1262,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,piji1239,445,yes,new phoneme,no,appears only in few borrowed names.
1302,napu1241,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,indo1316,446,mostly,new phoneme,affricate,uncommon.
1303,napu1241,5BE4C11A46BF8574A311C86A500B67E9,n̠t̠ʃ,indo1316,446,mostly,new phoneme,affricate,uncommon. prenasalisation is not phonemic in Indonesian but is phonemic in Napu.
1304,naue1237,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,indo1316,447,yes,new phoneme,affricate,uncommon.
1305,naue1237,86E80A7DA80F7F58CA76F85BACA48F86,f,"tetu1246,port1283",447,yes,new phoneme,labiodental,usually as [pʰ].
1306,naue1237,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,"indo1316,port1283",447,yes,new phoneme,no,sometimes as [n].
1307,naue1237,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,indo1316,447,yes,new phoneme,no,
1308,naue1237,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,"tetu1246,port1283",447,yes,new phoneme,no,"not native Tetum phoneme, originally from Portuguese."
1309,naue1237,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,indo1316,447,yes,new phoneme,affricate,uncommon.
1310,naue1237,033ACAA664F151FC56BC9595526BCFA4,v,port1283,447,yes,new phoneme,labiodental,"uncommon, usually as [b]."
1311,naue1237,E77FDA2EAABA78B3E55A968B2257CF26,z,port1283,447,yes,new phoneme,no,partial adaptation of Portuguese /ʒ/.
1312,neng1238,86E80A7DA80F7F58CA76F85BACA48F86,f,,448,yes,new phoneme,labiodental,
1313,neng1238,F62AFB705D2A2D30BB41CF3FBE917891,x,,448,yes,new phoneme,no,
1314,nese1235,E6253384902D489FDB1FE487B7ED4AB2,d,bisl1239,449,yes,new phoneme,no,Nese has a prenasalised phoneme /d/.
1315,nese1235,86E80A7DA80F7F58CA76F85BACA48F86,f,bisl1239,449,no,phonologization of allophone,no,allophone of /v/ in native phonology.
1316,nese1235,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,bisl1239,449,no,phonologization of allophone,no,allophone of /v/ in native phonology.
1317,nucl1454,ECC959553F23387998DAF88D69D7736C,ɡ,papu1250,450,no,phonologization of allophone,no,allophone of /dʒ/ in native phonology.
1318,nucl1594,5A838FF4DABE1950734CFAFAB9383903,k,,451,yes,new phoneme,no,uncommon.
1319,nucl1594,03413638BD1DFC7AEF53192FEF71F017,l,,451,yes,new phoneme,lateral,uncommon.
1320,nucl1594,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,,451,yes,new phoneme,no,uncommon.
1321,pagu1249,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"tern1247,nort2828",452,mostly,new phoneme,affricate,appears in onomatopeic words and in several words of unclear origin.
1322,pagu1249,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,nort2828,452,yes,new phoneme,no,
1323,pagu1249,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"tern1247,nort2828",452,mostly,new phoneme,affricate,appears in onomatopeic words and in several words of unclear origin.
1324,pala1344,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,"nucl1643,stan1293",453,yes,new phoneme,affricate,imperfect loan of /dʒ/.
1325,pala1344,E7FBD92350B3CA8B7B5D77E36A607068,h,"nucl1643,stan1288,stan1293",453,yes,new phoneme,no,"established as a phoneme due to japanese loanwords, older spanish loans appears either as [h] or as [x]."
1326,pala1344,106C7FE93D986D037407524D08F3599A,ts,"nucl1643,stan1293",453,yes,new phoneme,affricate,imperfect loan of /tʃ/.
1327,pamp1243,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"taga1270,stan1293",454,yes,new phoneme,affricate,somtimes as [dy].
1328,pamp1243,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1293,stan1288",454,yes,new phoneme,labiodental,commonly as [p].
1329,pamp1243,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,454,no,other distributional change,no,appears word finally only in loanwords.
1330,pamp1243,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"taga1270,stan1293",454,yes,new phoneme,affricate,sometimes as [ty].
1331,pamp1243,033ACAA664F151FC56BC9595526BCFA4,v,"stan1293,stan1288",454,yes,new phoneme,labiodental,commonly as [b].
1332,pang1290,199408E3D0668F10F475143F0E8CC0CB,e,stan1288,455,mostly,phonologization of allophone,no,allophone of /i/ in native phonology. appears as [je] in speech of some speakers.
1333,pang1290,E7FBD92350B3CA8B7B5D77E36A607068,h,"stan1288,stan1293",455,yes,new phoneme,glottal,
1334,pang1290,5AC0158A367D59E8C16A876321E578AB,o,stan1288,455,mostly,phonologization of allophone,no,allophone of /u/ in native phonology.
1335,pang1290,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,455,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.
1336,pang1290,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1288,455,yes,new phoneme,affricate,commonly appears as [ts] or [s].
1337,papu1250,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1318,dutc1256,stan1293",456,yes,new phoneme,labiodental,Arabic probably via Standard indonesian.
1338,patt1249,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,457,mostly,new phoneme,trill,appears also in ideophones. inherited Malay words have a velar fricative phoneme /ɣ/.
1339,patt1249,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1318,457,yes,new phoneme,no,sometimes as [dʒ].
1340,patt1249,D17CE01E5AFD7AA148785E96513B07CA,ʡ,,457,mostly,new phoneme,no,"described as 'voiced, nasalised, ejective glottal stop'. appears also in ideophones. not a loan from Thai."
1341,pend1242,E7FBD92350B3CA8B7B5D77E36A607068,h,mala1481,458,mostly,other distributional change,no,phoneme appears in several native words.
1342,pend1242,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,mala1481,458,yes,new phoneme,no,
1343,pile1238,694212B746622E482E0E58D50036100E,b,,459,no,new phoneme,no,uncommon. appears in contracted forms in native phonology. often prenasalized. in native phonology voicing distinction appears only in fricatives.
1344,pile1238,E6253384902D489FDB1FE487B7ED4AB2,d,,459,no,new phoneme,no,marginal. appears in contracted forms in native phonology. often prenasalized. in native phonology voicing distinction appears only in fricatives.
1345,pile1238,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,piji1239,459,no,phonologization of allophone,rhotic,"uncommon, allophone of /t/ in native phonology"
1346,puka1242,694212B746622E482E0E58D50036100E,b,raro1241,460,yes,new phoneme,voicing,"usually [p], appears in biblical (greek) words borrowed via Cook Island Maori."
1347,puka1242,795215076D89B5B17C0D147BE5C341E3,ɾ,raro1241,460,yes,new phoneme,rhotic,commonly as [l].
1348,puka1242,7FF174469DAC4E61520F4E1610B2F088,s,raro1241,460,yes,new phoneme,no,"usually [t], appears in biblical (greek) words borrowed via Cook Island Maori."
1349,rata1244,694212B746622E482E0E58D50036100E,b,mala1481,461,yes,new phoneme,voicing,
1350,rata1244,E6253384902D489FDB1FE487B7ED4AB2,d,mala1481,461,yes,new phoneme,voicing,
1351,rata1244,ECC959553F23387998DAF88D69D7736C,ɡ,mala1481,461,yes,new phoneme,voicing,
1352,rata1244,320B62404207303F61B0F772296C9545,ɟ,mala1481,461,yes,new phoneme,voicing,indonesian /dʒ/. voicless palatal [c] appears as a contraction of [ti] before a vowel.
1353,ruka1240,694212B746622E482E0E58D50036100E,b,"nucl1643,mand1415",462,yes,new phoneme,no,
1354,ruka1240,E6253384902D489FDB1FE487B7ED4AB2,d,"nucl1643,mand1415",462,yes,new phoneme,no,sometimes as [ɖ].
1355,ruka1240,ECC959553F23387998DAF88D69D7736C,ɡ,"nucl1643,mand1415",462,yes,new phoneme,no,
1356,ruka1240,58EB693AE523323410326D60806B9ADF,u,paiw1248,462,yes,new phoneme,no,"appears in one word, however [w] is claimed as an allophone of /u/ despite its absence."
1357,ruka1240,E77FDA2EAABA78B3E55A968B2257CF26,z,nucl1643,462,yes,new phoneme,no,appears in few personal names borrowed from Japanese.
1358,saar1237,694212B746622E482E0E58D50036100E,b,nucl1643,463,yes,new phoneme,voicing,
1359,saar1237,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,nucl1643,463,yes,new phoneme,no,
1360,saar1237,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,"mand1415,nucl1643",463,yes,new phoneme,mid vowels,
1361,saar1237,ECC959553F23387998DAF88D69D7736C,ɡ,nucl1643,463,yes,new phoneme,voicing,
1362,saar1237,E7FBD92350B3CA8B7B5D77E36A607068,h,bunu1267,463,yes,new phoneme,no,
1363,saar1237,BD29F40254AA0996800A773122397C28,kʰ,minn1241,463,yes,new phoneme,aspiration,
1364,saar1237,55C328C4539D138964636333EABA3949,ɔ,"mand1415,nucl1643",463,yes,new phoneme,mid vowels,
1365,saar1237,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,mand1415,463,yes,new phoneme,aspiration,
1366,saar1237,F98D1F5885EED9A2408A55B509F263BD,tɕ,nucl1643,463,no,phonologization of allophone,no,allophone of /ts/ in native phonology.
1367,saar1237,4EEF82037BC182F6353941401E583F45,tʰ,mand1415,463,yes,new phoneme,aspiration,
1368,saar1237,C6880E4D32532681166EBA4D7D3AA2E0,tsʰ,mand1415,463,yes,new phoneme,aspiration,
1369,sahu1245,D9B28B2D674EBA4B03C38B36D77E563E,ə,indo1316,464,no,phonologization of allophone,no,all vowels appear as [ə] in pretonic position.
1370,sahu1245,86E80A7DA80F7F58CA76F85BACA48F86,f,"tern1247,indo1316",464,yes,new phoneme,labiodental,"not a native Indonesian phoneme, originally from Arabic and Dutch."
1371,sahu1245,E7FBD92350B3CA8B7B5D77E36A607068,h,"tern1247,nort2828,indo1316",464,yes,new phoneme,no,"in arabic loanwords (entered via Indonesian) sometimes appears as [χ], especially by speakers with islamic education."
1372,samo1305,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1293,465,yes,new phoneme,no,
1373,samo1305,5A838FF4DABE1950734CFAFAB9383903,k,stan1293,465,yes,new phoneme,voicing,there seems to be no voicing distinction in native phonology.
1374,samo1305,BF93B485560325B98EACB69D278AD493,ɹ,stan1293,465,yes,new phoneme,rhotic,
1375,sawi1256,852A220443D41F0A63671A2F4DEC9788,c,,466,yes,new phoneme,no,
1376,sawi1256,86E80A7DA80F7F58CA76F85BACA48F86,f,,466,yes,new phoneme,labiodental,
1377,sawi1256,E7FBD92350B3CA8B7B5D77E36A607068,h,,466,yes,new phoneme,no,
1378,sawi1256,320B62404207303F61B0F772296C9545,ɟ,,466,yes,new phoneme,no,
1379,sawi1256,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,indo1316,466,no,other distributional change,no,appears word initially only in loanwords.
1380,sela1259,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,ambo1250,467,yes,new phoneme,affricate,maybe [ɟ].
1381,sela1259,ECC959553F23387998DAF88D69D7736C,ɡ,ambo1250,467,yes,new phoneme,no,
1382,sela1259,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,ambo1250,467,yes,new phoneme,no,
1383,sela1259,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,ambo1250,467,yes,new phoneme,no,
1384,sela1259,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,ambo1250,467,yes,new phoneme,affricate,maybe [c].
1385,siwa1245,694212B746622E482E0E58D50036100E,b,"tokp1240,stan1293",468,no,phonologization of allophone,no,allophone of /w/ in native phonology.
1386,siwa1245,03413638BD1DFC7AEF53192FEF71F017,l,"tokp1240,stan1293",468,yes,new phoneme,lateral,
1387,siwa1245,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"tokp1240,stan1293",468,yes,new phoneme,affricate,"only phonemic affricate, phoneme /j/ has an affricate allophone [dʒ]."
1388,sout2883,86E80A7DA80F7F58CA76F85BACA48F86,f,"ambo1250,stan1293",469,yes,new phoneme,labiodental,uncommon.
1389,sout2883,ECC959553F23387998DAF88D69D7736C,ɡ,ambo1250,469,yes,new phoneme,no,phonemes /b/ and /d/ are marginal hence voicing distinction can be considered confined to loans.
1390,sout2883,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,ambo1250,469,yes,new phoneme,no,
1391,sout2883,7FF174469DAC4E61520F4E1610B2F088,s,ambo1250,469,yes,new phoneme,no,
1392,sumb1241,E7FBD92350B3CA8B7B5D77E36A607068,h,indo1316,470,yes,new phoneme,no,often dropped word initially.
1393,sund1252,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1318,stan1293,dutc1256",471,yes,new phoneme,labiodental,
1394,sund1252,033ACAA664F151FC56BC9595526BCFA4,v,"stan1318,stan1293,dutc1256",471,yes,new phoneme,labiodental,
1395,sund1252,E77FDA2EAABA78B3E55A968B2257CF26,z,"stan1318,stan1293,dutc1256",471,yes,new phoneme,no,
1396,tagb1258,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1288,472,yes,new phoneme,no,
1397,taji1246,E7FBD92350B3CA8B7B5D77E36A607068,h,indo1316,473,mostly,new phoneme,no,uncommon.
1398,taji1246,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,indo1316,473,mostly,new phoneme,no,
1399,teop1238,03413638BD1DFC7AEF53192FEF71F017,l,,474,yes,new phoneme,lateral,
1400,teop1238,E9F92ED438311DEF47430F2DC3038C22,ɸ,,474,yes,new phoneme,no,
1401,teop1238,E77FDA2EAABA78B3E55A968B2257CF26,z,,474,yes,new phoneme,no,
1402,teop1238,7D184A6DCDA3EB154F9CB34651E02EEE,θ,,474,yes,new phoneme,dental,
1403,tetu1245,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,kupa1239,475,yes,new phoneme,affricate,sometimes as [d].
1404,tetu1245,ECC959553F23387998DAF88D69D7736C,ɡ,kupa1239,475,yes,new phoneme,no,sometimes as [k].
1405,tetu1245,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,kupa1239,475,yes,new phoneme,no,"sometimes as [n], word finally."
1406,tetu1245,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,kupa1239,475,yes,new phoneme,no,sometimes as [b].
1407,tetu1245,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,kupa1239,475,yes,new phoneme,affricate,
1408,tetu1246,ECC959553F23387998DAF88D69D7736C,ɡ,port1283,476,yes,new phoneme,no,
1409,tetu1246,1C7F2960BE4EDD840C01C94930F1D932,ʎ,port1283,476,yes,new phoneme,no,commonly as [l].
1410,tetu1246,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,port1283,476,yes,new phoneme,no,commonly as [n].
1411,tetu1246,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,port1283,476,yes,new phoneme,no,
1412,tetu1246,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,port1283,476,yes,new phoneme,no,alternates with [ɾ].
1413,tetu1246,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,port1283,476,yes,new phoneme,alveolo-palatal,commonly as [s].
1414,tetu1246,033ACAA664F151FC56BC9595526BCFA4,v,port1283,476,yes,new phoneme,no,sometimes as [b]
1415,tetu1246,E77FDA2EAABA78B3E55A968B2257CF26,z,port1283,476,yes,new phoneme,no,alternates with [ʒ]
1416,tetu1246,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,port1283,476,yes,new phoneme,alveolo-palatal,alternates with [z].
1417,tido1248,D9B28B2D674EBA4B03C38B36D77E563E,ə,indo1316,477,yes,new phoneme,no,"very uncommon, appears only in recent loans and by educated speakers. in most loanwords adapted as other vowel."
1418,tido1248,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,"nort2828,stan1318",477,no,new phoneme,no,appears non-phonemically in native phonology.
1419,tido1248,55F94F929CDB58CDE9BE8333787E3A31,ʕ,stan1318,477,yes,new phoneme,pharyngeal,uncommon.
1420,timu1262,795215076D89B5B17C0D147BE5C341E3,ɾ,saba1263,478,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology. many loanwords are pronounced according to native phonology. no minimal pairs. Source language: Sabah Malay
1421,tiri1258,852A220443D41F0A63671A2F4DEC9788,c,"xara1244,stan1293",479,mostly,new phoneme,no,"uncommon. has a restricted distribution, in one case interchangable with /t/."
1422,toab1237,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"piji1239,stan1293",480,yes,new phoneme,affricate,"all speakers are bilingual, unclear if appears only in code switching."
1423,toab1237,E7FBD92350B3CA8B7B5D77E36A607068,h,"piji1239,stan1293",480,yes,new phoneme,no,"all speakers are bilingual, unclear if appears only in code switching."
1424,toab1237,ADF56B8E4119266843033E723A149AE2,j,"piji1239,stan1293",480,yes,new phoneme,palatal,"all speakers are bilingual, unclear if appears only in code switching."
1425,toab1237,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,"piji1239,stan1293",480,yes,new phoneme,no,"all speakers are bilingual, unclear if appears only in code switching."
1426,toab1237,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1293,480,yes,new phoneme,no,unclear if appears only in code switching.
1427,tobe1252,86E80A7DA80F7F58CA76F85BACA48F86,f,"tern1247,nort2828,dutc1256",481,yes,new phoneme,labiodental,
1428,tobe1252,ADF56B8E4119266843033E723A149AE2,j,,481,no,new phoneme,no,appears in two prefixes.
1429,tobe1252,7FF174469DAC4E61520F4E1610B2F088,s,"tern1247,nort2828",481,yes,new phoneme,no,"uncommon, usually Malay phoneme /s/ is adapted as /h/. there is a native phoneme /ɕ/."
1430,tobe1252,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,nort2828,481,yes,new phoneme,no,
1431,tobi1239,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1306,stan1293",482,yes,new phoneme,labiodental,"not native Malay phoneme, originally from Arabic."
1432,tobi1239,E7FBD92350B3CA8B7B5D77E36A607068,h,"stan1306,stan1293",482,yes,new phoneme,no,
1433,tobi1239,4AC7382217172B3821AE54CD38BD8698,q,stan1306,482,yes,new phoneme,uvular,"not native Malay phoneme, originally from Arabic."
1434,tobi1239,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"stan1306,stan1293",482,yes,new phoneme,no,
1435,tobi1239,033ACAA664F151FC56BC9595526BCFA4,v,"stan1306,stan1293",482,yes,new phoneme,labiodental,not native Malay phoneme.
1436,tobi1239,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1306,482,yes,new phoneme,no,"not native Malay phoneme, originally from Arabic."
1437,tobi1239,E77FDA2EAABA78B3E55A968B2257CF26,z,"stan1306,stan1293",482,yes,new phoneme,no,"not native Malay phoneme, originally from Arabic and English."
1438,tsou1248,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,nucl1643,483,yes,new phoneme,no,
1439,tsou1248,795215076D89B5B17C0D147BE5C341E3,ɾ,nucl1643,483,yes,new phoneme,no,
1440,tuam1242,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,tahi1242,484,mostly,new phoneme,no,appears non phonenically before word initial vowels. fluctuates with /k/ and /ŋ/ in Tahitian cognate words with a glottal stop.
1441,tugu1245,694212B746622E482E0E58D50036100E,b,indo1316,485,yes,new phoneme,no,appears epenthetically (between /m/ and /r/) in one native word.
1442,tugu1245,E6253384902D489FDB1FE487B7ED4AB2,d,indo1316,485,yes,new phoneme,no,
1443,tuka1248,694212B746622E482E0E58D50036100E,b,"ambo1250,indo1316",486,yes,new phoneme,no,
1444,tuka1248,E6253384902D489FDB1FE487B7ED4AB2,d,"ambo1250,indo1316",486,yes,new phoneme,no,
1445,tuka1248,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"ambo1250,indo1316",486,yes,new phoneme,affricate,sometimes as [d] or [z].
1446,tuka1248,A45C691E21EA0FAFEE63B62AB0D30647,n̺d̺z̺,"ambo1250,indo1316",486,yes,new phoneme,affricate,suspest loan.
1447,tuka1248,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"ambo1250,indo1316",486,yes,new phoneme,affricate,sometimes as [s].
1448,unua1237,03413638BD1DFC7AEF53192FEF71F017,l,bisl1239,487,mostly,new phoneme,lateral,Appears in names and in one allegedly native word.
1449,urak1238,199408E3D0668F10F475143F0E8CC0CB,e,sout2746,488,no,other distributional change,no,appears contrastively in native words only in closed final syllables.
1450,urak1238,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,sout2746,488,no,other distributional change,no,appears contrastively in native words only in closed final syllables.
1451,urak1238,BD29F40254AA0996800A773122397C28,kʰ,sout2746,488,mostly,new phoneme,aspiration,some cases of aspiration in native words are derived from historical *Cəh.
1452,urak1238,5AC0158A367D59E8C16A876321E578AB,o,sout2746,488,no,other distributional change,no,appears contrastively in native words only in closed final syllables.
1453,urak1238,55C328C4539D138964636333EABA3949,ɔ,sout2746,488,no,other distributional change,no,appears contrastively in native words only in closed final syllables.
1454,urak1238,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,sout2746,488,mostly,new phoneme,aspiration,some cases of aspiration in native words are derived from historical *Cəh.
1455,urak1238,4EEF82037BC182F6353941401E583F45,tʰ,sout2746,488,mostly,new phoneme,aspiration,some cases of aspiration in native words are derived from historical *Cəh.
1456,urak1238,9C6117430968F42700ACD02E4E7442F7,t̠ʃʰ,sout2746,488,mostly,new phoneme,aspiration,some cases of aspiration in native words are derived from historical *Cəh.
1457,vinm1237,5A838FF4DABE1950734CFAFAB9383903,k,bisl1239,489,no,other distributional change,no,appears in one native root and in one verbal prefix (second person singular irrealis).
1458,vure1239,10FD223095BD60FD89BEC828E5FD0A26,ʊ,"bisl1239,mota1237",490,mostly,new phoneme,no,"uncommon. in Bislama loanwords /u/ may be borrowed as phonemes /y/, /o/ or /ʊ/."
